datetime,OZONE_BRINGELLY,OZONE_CAMDEN,OZONE_CAMPBELLTOWN_WEST,OZONE_LIVERPOOL,forecast_hours
2022-12-01 20:00:00+10:00,1.685,1.6145,1.4925,0.6463,-23
2022-12-01 21:00:00+10:00,1.193,1.3073,1.1422,0.6693,-22
2022-12-01 22:00:00+10:00,0.809,1.381,0.6413,0.7232,-21
2022-12-01 23:00:00+10:00,0.5655,1.1465,0.0877,0.8707,-20
2022-12-02 00:00:00+10:00,0.5622,0.8633,0.0903,0.6862,-19
2022-12-02 01:00:00+10:00,1.7896725556604507,1.9127762928669887,1.6522048493540684,1.5746648592990937,-18
2022-12-02 02:00:00+10:00,1.0241,0.388,0.2425,0.0799,-17
2022-12-02 03:00:00+10:00,0.899,0.0998,0.1415,0.044,-16
2022-12-02 04:00:00+10:00,0.7957,0.076,0.2065,0.0537,-15
2022-12-02 05:00:00+10:00,0.4205,0.0848,0.2882,0.0838,-14
2022-12-02 06:00:00+10:00,0.8635,0.3525,1.0885,0.2368,-13
2022-12-02 07:00:00+10:00,0.7472,1.2523,1.3133,0.8813,-12
2022-12-02 08:00:00+10:00,1.1608,1.8965,2.122,1.7423,-11
2022-12-02 09:00:00+10:00,1.7672,2.2863,2.3278,1.9635,-10
2022-12-02 10:00:00+10:00,2.3718,2.2977,2.22,2.2953,-9
2022-12-02 11:00:00+10:00,2.4775,2.2372,2.2753,2.3895,-8
2022-12-02 12:00:00+10:00,2.5338,2.3032,2.319,2.2438,-7
2022-12-02 13:00:00+10:00,2.4007,2.234,2.263,1.8617,-6
2022-12-02 14:00:00+10:00,2.3373,2.2193,2.2742,2.1153,-5
2022-12-02 15:00:00+10:00,2.2285,2.2035,2.2062,2.0815,-4
2022-12-02 16:00:00+10:00,2.2322,2.0585,2.1055,1.8733,-3
2022-12-02 17:00:00+10:00,1.9843,1.934,1.9202,1.7392,-2
2022-12-02 18:00:00+10:00,1.7827,1.8827,1.9013,1.5565,-1
2022-12-02 19:00:00+10:00,1.6508,1.7307,1.8877,1.264,0
2022-12-02 20:00:00+10:00,1.6169260740280151,1.5840518474578857,1.519067406654358,1.3845500946044922,1
2022-12-02 21:00:00+10:00,1.4837074279785156,1.4937951564788818,1.3639496564865112,1.272910237312317,2
2022-12-02 22:00:00+10:00,1.3682926893234253,1.4094442129135132,1.2285256385803223,1.1863584518432617,3
2022-12-02 23:00:00+10:00,1.095244288444519,1.1887338161468506,0.9932440519332886,0.997215747833252,4
2022-12-03 00:00:00+10:00,1.1879117488861084,1.2710678577423096,1.1265301704406738,1.0956885814666748,5
2022-12-03 01:00:00+10:00,1.5724008083343506,1.6125394105911255,1.5320475101470947,1.4421676397323608,6
2022-12-03 02:00:00+10:00,1.2219605445861816,1.312164306640625,1.1832401752471924,1.103276252746582,7
2022-12-03 03:00:00+10:00,0.9020019769668579,1.079445481300354,0.879463791847229,0.8180792331695557,8
2022-12-03 04:00:00+10:00,0.8177922964096069,1.0204076766967773,0.7993289232254028,0.7370883226394653,9
2022-12-03 05:00:00+10:00,0.6145540475845337,0.794313907623291,0.6357793807983398,0.6435887813568115,10
2022-12-03 06:00:00+10:00,0.8074132204055786,1.0028630495071411,0.7533614635467529,0.7032395601272583,11
2022-12-03 07:00:00+10:00,0.980908989906311,1.0867685079574585,0.898714542388916,0.8046197891235352,12
2022-12-03 08:00:00+10:00,1.3212568759918213,1.360357403755188,1.200934886932373,1.0713926553726196,13
2022-12-03 09:00:00+10:00,1.6807857751846313,1.6644343137741089,1.5531957149505615,1.44405996799469,14
2022-12-03 10:00:00+10:00,1.8329339027404785,1.825399398803711,1.7324111461639404,1.6692942380905151,15
2022-12-03 11:00:00+10:00,2.0523126125335693,2.0402286052703857,1.9665735960006714,1.8958375453948975,16
2022-12-03 12:00:00+10:00,2.2369909286499023,2.1713156700134277,2.1343419551849365,2.0554049015045166,17
2022-12-03 13:00:00+10:00,2.340512275695801,2.234738349914551,2.22202730178833,2.1420252323150635,18
2022-12-03 14:00:00+10:00,2.347862482070923,2.2391791343688965,2.221891164779663,2.1189777851104736,19
2022-12-03 15:00:00+10:00,2.332472085952759,2.226571798324585,2.1694135665893555,2.0517988204956055,20
2022-12-03 16:00:00+10:00,2.0808560848236084,2.017788887023926,1.8775789737701416,1.7520132064819336,21
2022-12-03 17:00:00+10:00,1.8574302196502686,1.8354352712631226,1.663746953010559,1.50790536403656,22
2022-12-03 18:00:00+10:00,1.6795551776885986,1.6608271598815918,1.493389368057251,1.315053939819336,23
2022-12-03 19:00:00+10:00,1.415118932723999,1.4328858852386475,1.253296136856079,1.1099286079406738,24
