datetime,OZONE_PARRAMATTA_NORTH,OZONE_PENRITH,OZONE_RICHMOND,OZONE_ROUSE_HILL,OZONE_ST_MARYS,forecast_hours
2023-09-10 23:00:00+10:00,0.0225,1.06485,0.941062,0.6592,0.431467,-23.0
2023-09-11 00:00:00+10:00,0.015,1.18175,0.788062,0.5093,0.317367,-22.0
2023-09-11 02:00:00+10:00,0.0265,0.4455,0.158018,1.0815,0.338342,-21.0
2023-09-11 03:00:00+10:00,0.0222,0.3423,0.175918,0.891,0.293942,-20.0
2023-09-11 04:00:00+10:00,0.0194,0.1295,0.097618,0.8142,0.147342,-19.0
2023-09-11 05:00:00+10:00,0.0182,0.0233,0.070918,1.0798,0.045242,-18.0
2023-09-11 06:00:00+10:00,0.0304,0.0804,0.067318,1.1653,0.091442,-17.0
2023-09-11 07:00:00+10:00,0.154,0.269,0.382518,0.6485,0.139342,-16.0
2023-09-11 08:00:00+10:00,0.4361,0.7438,0.989518,1.1265,0.990542,-15.0
2023-09-11 09:00:00+10:00,0.9392,1.3099,1.708418,1.7995,1.698142,-14.0
2023-09-11 10:00:00+10:00,1.9671,2.2148,2.541618,2.618,2.499442,-13.0
2023-09-11 11:00:00+10:00,2.3975,2.6673,3.144218,3.0483,2.990842,-12.0
2023-09-11 12:00:00+10:00,2.6136,3.2243,3.471318,3.2908,3.182542,-11.0
2023-09-11 13:00:00+10:00,2.584,3.6678,3.532618,3.494,3.353942,-10.0
2023-09-11 14:00:00+10:00,2.6501,3.9475,3.585218,3.6933,3.639242,-9.0
2023-09-11 15:00:00+10:00,2.6764,3.9881,3.677818,4.0073,3.768042,-8.0
2023-09-11 16:00:00+10:00,2.3319,4.0036,3.676418,4.2465,3.081742,-7.0
2023-09-11 17:00:00+10:00,2.1196,3.333,3.388718,3.2427,1.789642,-6.0
2023-09-11 18:00:00+10:00,1.5659,2.7857,3.091618,2.4673,1.148342,-5.0
2023-09-11 19:00:00+10:00,1.0059,1.5011,2.242618,1.8788,0.983442,-4.0
2023-09-11 20:00:00+10:00,0.379,0.3545,1.833818,1.4712,1.037842,-3.0
2023-09-11 21:00:00+10:00,0.0255,0.2947,1.460518,0.3913,0.953842,-2.0
2023-09-11 22:00:00+10:00,0.036,0.4055,1.362218,0.0753,0.704642,-1.0
2023-09-11 23:00:00+10:00,0.0468,0.1081,1.609318,0.1272,0.614042,0.0
2023-09-12 00:00:00+10:00,0.6998273134231567,0.5703151226043701,0.7401293516159058,1.2612770795822144,0.5448583364486694,1.0
2023-09-12 01:00:00+10:00,0.5060682892799377,0.3785761892795563,0.5831878185272217,0.9865530133247375,0.3753189742565155,2.0
2023-09-12 02:00:00+10:00,0.4931011199951172,0.374329537153244,0.5785266160964966,0.9562052488327026,0.3829473555088043,3.0
2023-09-12 03:00:00+10:00,0.4640697836875915,0.3740147054195404,0.5555499792098999,0.8887403011322021,0.3768159747123718,4.0
2023-09-12 04:00:00+10:00,0.5430775880813599,0.4890152812004089,0.6340898871421814,0.9142895340919496,0.478340595960617,5.0
2023-09-12 05:00:00+10:00,0.6502881050109863,0.6250098347663879,0.7455090284347534,0.9729676246643066,0.6050739288330078,6.0
2023-09-12 06:00:00+10:00,0.7210989594459534,0.7115152478218079,0.827782928943634,1.0172723531723022,0.6915086507797241,7.0
2023-09-12 07:00:00+10:00,0.7890706658363342,0.7846608757972717,0.8998807668685913,1.0658035278320312,0.7640931606292725,8.0
2023-09-12 08:00:00+10:00,0.8330094814300537,0.8106298446655273,0.9368348121643066,1.1138590574264526,0.7868726253509521,9.0
2023-09-12 09:00:00+10:00,0.9915422201156616,0.9851048588752748,1.106843113899231,1.3247065544128418,0.9274157285690308,10.0
2023-09-12 10:00:00+10:00,1.2160744667053225,1.238727331161499,1.3433094024658203,1.5673084259033203,1.148099660873413,11.0
2023-09-12 11:00:00+10:00,1.3522205352783203,1.411163330078125,1.5033190250396729,1.7014310359954834,1.3064286708831787,12.0
2023-09-12 12:00:00+10:00,1.5018608570098877,1.5875025987625122,1.6630123853683472,1.841233849525452,1.4753015041351318,13.0
2023-09-12 13:00:00+10:00,1.6679303646087646,1.7646528482437134,1.825123906135559,1.9903998374938965,1.6494330167770386,14.0
2023-09-12 14:00:00+10:00,1.609201431274414,1.7047995328903198,1.789973258972168,1.918841004371643,1.6295098066329956,15.0
2023-09-12 15:00:00+10:00,1.7504189014434814,1.8551242351531985,1.9643704891204836,2.0270063877105717,1.8320116996765137,16.0
2023-09-12 16:00:00+10:00,2.097970485687256,2.215545177459717,2.328851222991944,2.331206560134888,2.2185025215148926,17.0
2023-09-12 17:00:00+10:00,2.1229939460754395,2.240243434906006,2.368839740753174,2.361283302307129,2.2401785850524902,18.0
2023-09-12 18:00:00+10:00,2.0222764015197754,2.1366543769836426,2.27917742729187,2.283752679824829,2.127969741821289,19.0
2023-09-12 19:00:00+10:00,1.828105926513672,1.9282188415527344,2.084784030914306,2.1196420192718506,1.910829305648804,20.0
2023-09-12 20:00:00+10:00,1.5617249011993408,1.635880470275879,1.810058832168579,1.8859097957611084,1.609737753868103,21.0
