datetime,OZONE_ALBION_PARK_SOUTH,OZONE_KEMBLA_GRANGE,OZONE_WOLLONGONG,forecast_hours
2023-09-12 20:00:00+10:00,0.6114978790283203,0.6307311654090881,0.6682325601577759,21.0
2023-09-12 21:00:00+10:00,0.5947305560112,0.652392566204071,0.716894805431366,22.0
2023-09-12 22:00:00+10:00,0.3861839175224304,0.4898277521133423,0.5550768375396729,23.0
2023-09-12 23:00:00+10:00,0.313200294971466,0.4520562589168548,0.5099138021469116,24.0
2023-09-13 00:00:00+10:00,0.4050838649272918,0.5581076741218567,0.6090993285179138,25.0
2023-09-13 01:00:00+10:00,0.4669368863105774,0.6217434406280518,0.6758593320846558,26.0
2023-09-13 02:00:00+10:00,0.5412604808807373,0.68623948097229,0.7443752288818359,27.0
2023-09-13 03:00:00+10:00,0.6987725496292114,0.833217442035675,0.8823560476303101,28.0
2023-09-13 04:00:00+10:00,0.8955709338188171,1.0212827920913696,1.054459571838379,29.0
2023-09-13 05:00:00+10:00,1.0883351564407349,1.2044559717178345,1.2210047245025637,30.0
2023-09-13 06:00:00+10:00,1.219279646873474,1.3299238681793213,1.334665298461914,31.0
2023-09-13 07:00:00+10:00,1.1060072183609009,1.2188701629638672,1.2307636737823486,32.0
2023-09-13 08:00:00+10:00,0.6960562467575073,0.8230104446411133,0.8522621393203735,33.0
2023-09-13 09:00:00+10:00,1.1662386655807495,1.2207143306732178,1.2192349433898926,34.0
2023-09-13 10:00:00+10:00,1.250520944595337,1.283745050430298,1.2741613388061523,35.0
2023-09-13 11:00:00+10:00,1.3643025159835815,1.380453109741211,1.3629283905029297,36.0
2023-09-13 12:00:00+10:00,1.42672860622406,1.4332129955291748,1.4134581089019775,37.0
2023-09-13 13:00:00+10:00,1.447889804840088,1.4504613876342771,1.4286792278289795,38.0
2023-09-13 14:00:00+10:00,1.4460859298706057,1.447007179260254,1.4217259883880615,39.0
2023-09-13 15:00:00+10:00,1.4202706813812256,1.4200804233551023,1.3923356533050537,40.0
2023-09-13 16:00:00+10:00,1.3629817962646484,1.3619263172149658,1.3368431329727173,41.0
2023-09-13 17:00:00+10:00,1.2657711505889893,1.2640652656555176,1.249556541442871,42.0
2023-09-13 18:00:00+10:00,1.0945820808410645,1.088887095451355,1.0974990129470823,43.0
2023-09-13 19:00:00+10:00,0.9294864535331726,0.9329674243927002,0.9726499319076538,44.0
2023-09-13 20:00:00+10:00,0.9476572871208192,0.9753440618515016,1.0296647548675537,45.0
2023-09-13 21:00:00+10:00,1.0196049213409424,1.071897029876709,1.1125407218933103,46.0
2023-09-13 22:00:00+10:00,0.9906716346740724,1.070274829864502,1.1018908023834229,47.0
2023-09-13 23:00:00+10:00,0.9721961617469788,1.0705231428146362,1.0985866785049438,48.0

STATISTICS,MAE,RMSE,PEARSON_R,R_SQUARE,MEAN_FC,MEAN_OBS,STD_FC,STD_OBS,MBE
ALBION_PARK_SOUTH,0.8585,0.96162109375,0.6876367187500001,-4.47459375,1.51246875,1.51246875,1.1754140625,0.4263046874999999,0.8585
KEMBLA_GRANGE,0.8609609375,0.96830859375,0.6695703125,-3.82015625,1.5570859375,1.5570859375,1.1666953125,0.4536171875,0.8609609375
WOLLONGONG,0.85503125,0.96427734375,0.66138671875,-5.44849609375,1.6179453124999998,1.6179453124999998,1.14655078125,0.39375,0.85503125
