datetime,OZONE_COOK_AND_PHILLIP,OZONE_EARLWOOD,OZONE_LIDCOMBE,OZONE_MACQUARIE_PARK,OZONE_RANDWICK,OZONE_ROZELLE,forecast_hours
2023-09-12 20:00:00+10:00,1.1781926155090332,1.6792725324630735,1.7105801105499268,1.8725067377090452,1.8790574073791504,1.7213785648345947,21.0
2023-09-12 21:00:00+10:00,1.2487324476242063,1.8097517490386963,1.848480224609375,2.003429651260376,1.9960262775421145,1.8399646282196045,22.0
2023-09-12 22:00:00+10:00,1.2710511684417725,1.849760055541992,1.891282677650452,2.042189836502075,2.036816120147705,1.8809690475463867,23.0
2023-09-12 23:00:00+10:00,1.2570613622665403,1.8275307416915891,1.8685320615768437,2.0227532386779785,2.020198345184326,1.863880634307861,24.0
2023-09-13 00:00:00+10:00,1.2226918935775757,1.766252875328064,1.8034567832946775,1.9663312435150144,1.9673192501068115,1.8110578060150144,25.0
2023-09-13 01:00:00+10:00,1.1688756942749023,1.6537703275680542,1.6825088262557983,1.854748249053955,1.878018856048584,1.724562644958496,26.0
2023-09-13 02:00:00+10:00,1.1054388284683228,1.495977520942688,1.5099990367889404,1.6899603605270386,1.7707359790802002,1.621157169342041,27.0
2023-09-13 03:00:00+10:00,1.030404567718506,1.3358454704284668,1.3375154733657837,1.5240652561187744,1.6575939655303955,1.5059452056884766,28.0
2023-09-13 04:00:00+10:00,0.9687574505805968,1.221677303314209,1.215433120727539,1.4086427688598633,1.5724912881851196,1.4181071519851685,29.0
2023-09-13 05:00:00+10:00,0.9343204498291016,1.1627798080444336,1.1522607803344729,1.3503506183624268,1.5269311666488647,1.3719110488891602,30.0
2023-09-13 06:00:00+10:00,0.9201831221580504,1.135741949081421,1.1223721504211426,1.3229386806488037,1.5087308883666992,1.353841781616211,31.0
2023-09-13 07:00:00+10:00,0.8928728699684143,1.102776288986206,1.0866950750350952,1.294668674468994,1.4708212614059448,1.3178625106811523,32.0
2023-09-13 08:00:00+10:00,0.8746405839920044,1.0920424461364746,1.075750708580017,1.2888238430023191,1.4478458166122437,1.2952414751052856,33.0
2023-09-13 09:00:00+10:00,0.8752636909484863,1.1149215698242188,1.1018013954162598,1.3162333965301514,1.456993579864502,1.3021650314331057,34.0
2023-09-13 10:00:00+10:00,0.9192728400230408,1.1960551738739014,1.1890660524368286,1.3975026607513428,1.5219759941101074,1.364181637763977,35.0
2023-09-13 11:00:00+10:00,0.9846795797348022,1.3058202266693115,1.3049607276916504,1.5022660493850708,1.6110179424285889,1.4521689414978027,36.0
2023-09-13 12:00:00+10:00,1.059934139251709,1.432297945022583,1.4369384050369265,1.6220636367797852,1.7208285331726074,1.560041427612305,37.0
2023-09-13 13:00:00+10:00,1.1426138877868652,1.5771785974502563,1.5899183750152588,1.765615701675415,1.8424091339111328,1.6851489543914795,38.0
2023-09-13 14:00:00+10:00,1.2512381076812744,1.7573425769805908,1.7795153856277466,1.9431540966033936,1.9986531734466555,1.8493187427520752,39.0
2023-09-13 15:00:00+10:00,1.327897310256958,1.8761638402938845,1.90442168712616,2.0598435401916504,2.1174895763397217,1.971456527709961,40.0
2023-09-13 16:00:00+10:00,1.32507061958313,1.8553495407104488,1.8814877271652224,2.036682367324829,2.132570743560791,1.978888750076294,41.0
2023-09-13 17:00:00+10:00,1.252950668334961,1.7153128385543823,1.7330195903778076,1.8932515382766724,2.047187805175781,1.878750324249268,42.0
2023-09-13 18:00:00+10:00,1.1506861448287964,1.5292940139770508,1.537074327468872,1.7037434577941897,1.912670850753784,1.7287483215332031,43.0
2023-09-13 19:00:00+10:00,1.0110626220703125,1.2892498970031738,1.285892128944397,1.459672927856445,1.7243372201919556,1.5252821445465088,44.0
2023-09-13 20:00:00+10:00,0.8719664812088013,1.0685185194015503,1.0567951202392578,1.239502191543579,1.5095391273498535,1.3098598718643188,45.0
2023-09-13 21:00:00+10:00,0.7908391952514648,0.965849995613098,0.954973578453064,1.1483508348464966,1.349743366241455,1.1648483276367188,46.0
2023-09-13 22:00:00+10:00,0.7910646796226501,0.9905299544334412,0.9846460819244384,1.184286117553711,1.320634841918945,1.1512401103973389,47.0
2023-09-13 23:00:00+10:00,0.8312079310417175,1.056483268737793,1.0526037216186523,1.2551474571228027,1.3616379499435425,1.203954577445984,48.0

STATISTICS,MAE,RMSE,PEARSON_R,R_SQUARE,MEAN_FC,MEAN_OBS,STD_FC,STD_OBS,MBE
COOK_AND_PHILLIP,0.57534375,0.6563515624999999,0.690078125,-3.003640625,1.027875,1.027875,0.8184179687500001,0.33401171875,0.57534375
EARLWOOD,0.6798164062500001,0.7794375,0.79476171875,-0.64134375,1.25755078125,1.25755078125,1.1510859375,0.6190859375,0.6798164062500001
LIDCOMBE,0.64739453125,0.7526328125,0.8277421875,-0.4202734375,1.34241796875,1.34241796875,1.1535078125,0.6500703125,0.64739453125
MACQUARIE_PARK,0.72816796875,0.8186445312499999,0.81562109375,-0.79601171875,1.48613671875,1.48613671875,1.1943242187499998,0.6251757812500001,0.72816796875
RANDWICK,0.8298398437500001,0.94011328125,0.7522656249999999,-2.74636328125,1.6970312499999998,1.6970312499999998,1.21671484375,0.49403125,0.8298398437500001
ROZELLE,0.69512890625,0.7934609375,0.7621171875,-1.5100078125,1.5177421875,1.5177421875,1.06995703125,0.5116640625000001,0.69512890625
