datetime,OZONE_COOK_AND_PHILLIP,OZONE_EARLWOOD,OZONE_LIDCOMBE,OZONE_MACQUARIE_PARK,OZONE_RANDWICK,OZONE_ROZELLE,forecast_hours
2023-09-12 20:00:00+10:00,0.6085854768753052,0.4417064189910888,0.4393229782581329,0.6529111862182617,1.1966586112976074,0.9590464234352112,21.0
2023-09-12 21:00:00+10:00,0.4753109514713287,0.2418879270553589,0.2396421134471893,0.488301545381546,0.9758576154708862,0.7554024457931519,22.0
2023-09-12 22:00:00+10:00,0.4512816667556762,0.236878752708435,0.2404799163341522,0.5123749375343323,0.8767070770263672,0.6843408942222595,23.0
2023-09-12 23:00:00+10:00,0.3895745277404785,0.149477332830429,0.1579221487045288,0.4439529180526733,0.7628912925720215,0.5815627574920654,24.0

STATISTICS,MAE,RMSE,PEARSON_R,R_SQUARE,MEAN_FC,MEAN_OBS,STD_FC,STD_OBS,MBE
COOK_AND_PHILLIP,0.5162890625000001,0.62076953125,0.7361328125,-0.6946484374999999,1.03971484375,1.03971484375,0.8013124999999999,0.4995390625,0.5162890625000001
EARLWOOD,0.54796875,0.71733203125,0.83097265625,0.1504570312499999,1.25433203125,1.25433203125,1.1286953125,0.83805859375,0.54796875
LIDCOMBE,0.55031640625,0.7144335937499999,0.85982421875,0.22694921875,1.33967578125,1.33967578125,1.13360546875,0.8576289062500001,0.55031640625
MACQUARIE_PARK,0.6057187500000001,0.7581914062499999,0.8684765625,0.1124921875,1.4793046875,1.4793046875,1.16980078125,0.84563671875,0.6057187500000001
RANDWICK,0.7357617187499998,0.8643398437500001,0.79753125,-0.67263671875,1.6975390625,1.6975390625,1.2004648437499998,0.70470703125,0.7357617187499998
ROZELLE,0.5973632812499999,0.72465234375,0.8126875,-0.123171875,1.5066484375,1.5066484375,1.05615234375,0.7147265625000001,0.5973632812499999
