datetime,OZONE_BARGO,OZONE_BRINGELLY,OZONE_CAMDEN,OZONE_CAMPBELLTOWN_WEST,OZONE_LIVERPOOL,OZONE_OAKDALE,forecast_hours
2023-10-16 20:00:00+10:00,1.3832528591156006,1.62076735496521,1.6668637990951538,1.417673110961914,1.4096449613571167,2.2883808612823486,21.0
2023-10-16 21:00:00+10:00,1.4206416606903076,0.6908758878707886,1.0688693523406982,0.838146984577179,0.8470950126647949,1.8555635213851929,22.0
2023-10-16 22:00:00+10:00,1.0253032445907593,0.5415872931480408,0.8334623575210571,0.4427340030670166,0.24021799862384796,2.122053623199463,23.0
2023-10-16 23:00:00+10:00,0.9730558395385742,0.5270959138870239,0.8996464610099792,0.4064405560493469,0.4850727915763855,1.56283438205719,24.0

STATISTICS (BNN),MAE,RMSE,PEARSON_R,R_SQUARE,MEAN_FC,MEAN_OBS,STD_FC,STD_OBS,MBE
BARGO,0.7980703124999999,0.90153515625,0.663134765625,-2.1853789062500004,1.86576953125,1.7525058593749998,0.983392578125,0.539298828125,1.3552363281250002
BRINGELLY,0.6602949218749999,0.787072265625,0.764171875,-0.32433984375,1.5061953125,1.3532734375,1.102515625,0.762611328125,1.4149765625
CAMDEN,0.6116328125,0.72812109375,0.6684785156249999,-0.514236328125,0.993708984375,1.3908125,0.700765625,0.6428671874999999,0.5734902343749999
CAMPBELLTOWN_WEST,0.688572265625,0.7924609375,0.77798828125,-0.6727910156249999,1.35972265625,1.318796875,1.09768359375,0.68810546875,1.340412109375
LIVERPOOL,0.6556249999999999,0.774552734375,0.769408203125,-0.547837890625,1.3106328125,1.1871484375,1.080642578125,0.72095703125,1.4385214843749998
OAKDALE,0.440251953125,0.521595703125,0.323998046875,-1.86255078125,2.3885546875,2.185298828125,0.385416015625,0.329283203125,0.927705078125
