datetime,OZONE_BARGO,OZONE_BRINGELLY,OZONE_CAMDEN,OZONE_CAMPBELLTOWN_WEST,OZONE_LIVERPOOL,OZONE_OAKDALE,forecast_hours
2023-10-20 02:00:00+10:00,2.013399600982666,1.585382342338562,1.8741455078125,1.4797873497009277,1.3517917394638062,2.7587740421295166,51.0
2023-10-20 03:00:00+10:00,1.9559450149536133,1.4731199741363525,1.7443815469741821,1.3965930938720703,1.2951918840408325,2.7030484676361084,52.0
2023-10-20 04:00:00+10:00,1.9222979545593262,1.3829213380813599,1.6298696994781494,1.3350772857666016,1.252044439315796,2.6724188327789307,53.0
2023-10-20 05:00:00+10:00,1.865639090538025,1.3032798767089844,1.5295419692993164,1.274234652519226,1.1969802379608154,2.6167263984680176,54.0
2023-10-20 06:00:00+10:00,1.794013261795044,1.2187819480895996,1.4088932275772095,1.2038087844848633,1.1213070154190063,2.534585475921631,55.0
2023-10-20 07:00:00+10:00,1.6631217002868652,1.0804880857467651,1.2393763065338135,1.0637283325195312,0.9694432616233826,2.3978986740112305,56.0
2023-10-20 08:00:00+10:00,1.4785832166671753,0.8832600712776184,1.013373613357544,0.8533732891082764,0.7441726922988892,2.211172103881836,57.0
2023-10-20 09:00:00+10:00,1.3342828750610352,0.7390056848526001,0.8497326374053955,0.69460129737854,0.5751135349273682,2.0653514862060547,58.0
2023-10-20 10:00:00+10:00,1.2834511995315552,0.7009627223014832,0.7956399321556091,0.649673342704773,0.5217737555503845,2.0061748027801514,59.0
2023-10-20 11:00:00+10:00,1.3778589963912964,0.8113937377929688,0.8849595189094543,0.7573273777961731,0.623853325843811,2.021347999572754,60.0
2023-10-20 12:00:00+10:00,1.6396170854568481,1.0952954292297363,1.1268481016159058,1.046657681465149,0.9085306525230408,2.1184303760528564,61.0
2023-10-20 13:00:00+10:00,2.067741632461548,1.5528054237365723,1.5355796813964844,1.5192673206329346,1.3663432598114014,2.3193178176879883,62.0
2023-10-20 14:00:00+10:00,2.480663537979126,2.055527448654175,1.990939974784851,2.0339746475219727,1.8758916854858398,2.5501978397369385,63.0
2023-10-20 15:00:00+10:00,2.840676784515381,2.5384483337402344,2.448054075241089,2.527883529663086,2.3677923679351807,2.8032872676849365,64.0
2023-10-20 16:00:00+10:00,3.0345404148101807,2.863556385040283,2.7618842124938965,2.854196786880493,2.6990251541137695,2.9638233184814453,65.0
2023-10-20 17:00:00+10:00,3.159181833267212,3.075145721435547,2.972500801086426,3.06510591506958,2.9075024127960205,3.0875165462493896,66.0
2023-10-20 18:00:00+10:00,3.2231154441833496,3.1965372562408447,3.0930066108703613,3.170727014541626,3.010266065597534,3.168856620788574,67.0
2023-10-20 19:00:00+10:00,3.1815052032470703,3.16365385055542,3.0707945823669434,3.1144208908081055,2.9402971267700195,3.1630804538726807,68.0
2023-10-20 20:00:00+10:00,3.0869266986846924,3.042513132095337,2.9808743000030518,2.9573097229003906,2.7616043090820312,3.1360697746276855,69.0
2023-10-20 21:00:00+10:00,2.9336776733398438,2.8144545555114746,2.803152561187744,2.6942100524902344,2.465602159500122,3.0750808715820312,70.0
2023-10-20 22:00:00+10:00,2.7124428749084473,2.490617036819458,2.5599939823150635,2.338064193725586,2.0864977836608887,2.9937584400177,71.0
2023-10-20 23:00:00+10:00,2.518120050430298,2.1973655223846436,2.348384141921997,2.044133424758911,1.7984195947647095,2.9354162216186523,72.0

STATISTICS (BNN),MAE,RMSE,PEARSON_R,R_SQUARE,MEAN_FC,MEAN_OBS,STD_FC,STD_OBS,MBE
BARGO,0.72263671875,0.843701171875,0.7373730468749999,-0.940927734375,1.8781640625,1.79454296875,1.0907187500000002,0.614107421875,1.4275917968749998
BRINGELLY,0.5683828125,0.6948496093750001,0.825318359375,0.18739453125,1.51517578125,1.387142578125,1.1502285156249998,0.7925332031250001,1.6060253906250002
CAMDEN,0.6165351562499999,0.7308886718750001,0.7153828125000001,-0.075435546875,0.989904296875,1.43659375,0.7329355468750001,0.7086582031249999,0.689828125
CAMPBELLTOWN_WEST,0.6305546875000001,0.742525390625,0.8034394531250001,0.0428085937499999,1.387318359375,1.31314453125,1.159841796875,0.7819882812500001,1.692611328125
LIVERPOOL,0.615013671875,0.7338710937499999,0.802986328125,-0.026419921875,1.339021484375,1.180060546875,1.130517578125,0.755439453125,1.717263671875
OAKDALE,0.325794921875,0.3924296875,0.6360292968750001,-0.300828125,2.34504296875,2.229818359375,0.444892578125,0.351138671875,0.842984375
