datetime,OZONE_BRINGELLY,OZONE_CAMDEN,OZONE_CAMPBELLTOWN_WEST,OZONE_LIVERPOOL,forecast_hours
2023-04-17 18:00:00+10:00,1.8647,1.883026,0.6258,0.405,-47
2023-04-17 19:00:00+10:00,1.4505,1.428426,0.1997,0.0805,-46
2023-04-17 20:00:00+10:00,1.0597,1.221126,0.8957,-0.0063,-45
2023-04-17 21:00:00+10:00,0.5742,1.071126,0.028,0.0172,-44
2023-04-17 22:00:00+10:00,0.4048,0.744626,0.0317,-0.0132,-43
2023-04-17 23:00:00+10:00,0.276,0.337926,0.0183,-0.0078,-42
2023-04-18 00:00:00+10:00,0.1127,0.139426,0.0205,0.0045,-41
2023-04-18 01:00:00+10:00,0.1127,0.139426,0.0205,0.0045,-40
2023-04-18 02:00:00+10:00,0.2238,0.316149,0.1259,0.0379,-39
2023-04-18 03:00:00+10:00,0.0675,0.208549,0.2352,0.0315,-38
2023-04-18 04:00:00+10:00,0.0797,0.143549,0.0025,0.0363,-37
2023-04-18 05:00:00+10:00,0.0672,0.199649,0.0423,0.0315,-36
2023-04-18 06:00:00+10:00,0.08,0.089549,0.0178,0.0337,-35
2023-04-18 07:00:00+10:00,0.1403,0.184949,0.2023,0.1042,-34
2023-04-18 08:00:00+10:00,0.5253,0.371749,0.4337,0.39941922,-33
2023-04-18 09:00:00+10:00,1.3957,1.295949,1.3458,0.699,-32
2023-04-18 10:00:00+10:00,2.351,2.136449,2.3103,1.5878,-31
2023-04-18 11:00:00+10:00,2.436,2.495649,2.3745,2.246443562,-30
2023-04-18 12:00:00+10:00,2.345,2.550349,2.5737,2.271074829,-29
2023-04-18 13:00:00+10:00,2.2535,2.470549,2.2805,2.09871406,-28
2023-04-18 14:00:00+10:00,2.2038,2.267749,2.135,2.018931822,-27
2023-04-18 15:00:00+10:00,2.359,2.290549,2.3865,2.215414421,-26
2023-04-18 16:00:00+10:00,2.2737,2.250949,2.1553,2.070372531,-25
2023-04-18 17:00:00+10:00,1.6902,1.839349,1.4038,1.428548542,-24
2023-04-18 18:00:00+10:00,0.8435,1.650849,0.7847,0.671196228,-23
2023-04-18 19:00:00+10:00,0.6757,1.109149,0.3553,0.420088283,-22
2023-04-18 20:00:00+10:00,0.3558,0.728749,0.0403,0.116226397,-21
2023-04-18 21:00:00+10:00,0.1708,0.413149,-0.0005,0.003832124,-20
2023-04-18 22:00:00+10:00,0.0603,0.333649,-0.0017,-0.059294408,-19
2023-04-18 23:00:00+10:00,0.0653,0.185049,-0.0048,-0.049961676,-18
2023-04-19 00:00:00+10:00,0.0675,-0.000551,0.0003,0.0045,-17
2023-04-19 01:00:00+10:00,0.0675,-0.000551,0.0003,0.0045,-16
2023-04-19 02:00:00+10:00,0.2277,0.014863,-0.0029,0.057543546,-15
2023-04-19 03:00:00+10:00,0.0838,0.115663,-0.017,-0.040292271,-14
2023-04-19 04:00:00+10:00,0.1122,-0.006237,-0.0095,-0.013818704,-13
2023-04-19 05:00:00+10:00,0.0748,-0.011437,-0.0145,-0.038193478,-12
2023-04-19 06:00:00+10:00,0.0898,0.002563,-0.0027,-0.024977304,-11
2023-04-19 07:00:00+10:00,0.1193,0.093263,0.083,0.0652,-10
2023-04-19 08:00:00+10:00,0.3708,0.401363,0.2693,0.2195,-9
2023-04-19 09:00:00+10:00,0.9738,0.759863,0.964,0.8473,-8
2023-04-19 10:00:00+10:00,1.5988,1.551163,1.7125,1.4643,-7
2023-04-19 11:00:00+10:00,2.2207,2.505263,2.2188,1.7627,-6
2023-04-19 12:00:00+10:00,2.6383,2.448263,2.3388,2.3425,-5
2023-04-19 13:00:00+10:00,3.067,3.004263,2.8317,2.8033,-4
