datetime,OZONE_BRINGELLY,OZONE_CAMDEN,OZONE_CAMPBELLTOWN_WEST,OZONE_LIVERPOOL,forecast_hours
2023-04-18 09:00:00+10:00,1.3957,1.295949,1.3458,0.699,-8
2023-04-18 10:00:00+10:00,2.351,2.136449,2.3103,1.5878,-7
2023-04-18 11:00:00+10:00,2.436,2.495649,2.3745,2.246443562,-6
2023-04-18 12:00:00+10:00,2.345,2.550349,2.5737,2.271074829,-5
2023-04-18 13:00:00+10:00,2.2535,2.470549,2.2805,2.09871406,-4
2023-04-18 14:00:00+10:00,2.2038,2.267749,2.135,2.018931822,-3
2023-04-18 15:00:00+10:00,2.359,2.290549,2.3865,2.215414421,-2
2023-04-18 16:00:00+10:00,2.2737,2.250949,2.1553,2.070372531,-1
2023-04-18 17:00:00+10:00,1.6902,1.839349,1.4038,1.428548542,0
2023-04-18 18:00:00+10:00,1.321601033,1.336683869,0.817246437,0.821146727,1
2023-04-18 19:00:00+10:00,0.970538795,1.021705866,0.551207542,0.511251569,2
2023-04-18 20:00:00+10:00,0.738044322,0.798577547,0.389952362,0.439378947,3
2023-04-18 21:00:00+10:00,0.61592108,0.658846617,0.307843328,0.403435737,4
2023-04-18 22:00:00+10:00,0.521457374,0.545693696,0.271546245,0.389652312,5
2023-04-18 23:00:00+10:00,0.451798379,0.459819913,0.242655277,0.351159275,6
2023-04-19 00:00:00+10:00,0.386646211,0.381210089,0.210797668,0.303902686,7
2023-04-19 01:00:00+10:00,0.342209637,0.328789055,0.200347602,0.26138854,8
2023-04-19 02:00:00+10:00,0.329384685,0.288245857,0.17235893,0.236303568,9
2023-04-19 03:00:00+10:00,0.317525148,0.255045831,0.151435912,0.215164244,10
2023-04-19 04:00:00+10:00,0.293761313,0.23621583,0.139140666,0.193485618,11
2023-04-19 05:00:00+10:00,0.307649076,0.250387192,0.159527659,0.166883707,12
2023-04-19 06:00:00+10:00,0.360104263,0.301868677,0.239836872,0.212174773,13
2023-04-19 07:00:00+10:00,0.588445961,0.471215606,0.417335153,0.37589407,14
2023-04-19 08:00:00+10:00,1.052580476,0.79772377,0.911162257,0.786298633,15
2023-04-19 09:00:00+10:00,1.683276653,1.47021544,1.550349951,1.439551711,16
2023-04-19 10:00:00+10:00,2.132301807,2.086025476,1.985417485,1.951349378,17
2023-04-19 11:00:00+10:00,2.277285576,2.305719852,2.094985485,2.086101055,18
2023-04-19 12:00:00+10:00,2.294471741,2.338924885,2.103559732,2.09911108,19
2023-04-19 13:00:00+10:00,2.295675755,2.342092514,2.103907585,2.099907398,20
2023-04-19 14:00:00+10:00,2.295343876,2.341390133,2.103392124,2.099285841,21
2023-04-19 15:00:00+10:00,2.292606831,2.334994793,2.097663879,2.093445301,22
2023-04-19 16:00:00+10:00,2.267992973,2.29722929,2.039077997,2.035914421,23
2023-04-19 17:00:00+10:00,2.09012413,2.105178595,1.660925388,1.62752068,24
2023-04-19 18:00:00+10:00,1.531562328,1.657828808,0.971361697,0.931598485,25
2023-04-19 19:00:00+10:00,1.024352431,1.188694,0.55743444,0.505847931,26
2023-04-19 20:00:00+10:00,0.766525984,0.95169282,0.411743581,0.392006636,27
2023-04-19 21:00:00+10:00,0.585419774,0.75430131,0.387016654,0.299770117,28
2023-04-19 22:00:00+10:00,0.491009593,0.657475471,0.368220925,0.263573527,29
2023-04-19 23:00:00+10:00,0.404008448,0.555310965,0.387371182,0.262399197,30
2023-04-20 00:00:00+10:00,0.384467661,0.516256571,0.464180022,0.308814764,31
2023-04-20 01:00:00+10:00,0.411972344,0.479561567,0.481437802,0.330914676,32
2023-04-20 02:00:00+10:00,0.39006412,0.456710756,0.462186992,0.31920737,33
2023-04-20 03:00:00+10:00,0.367704332,0.413894534,0.396763682,0.292771757,34
2023-04-20 04:00:00+10:00,0.316200912,0.363237679,0.295986474,0.207551003,35
2023-04-20 05:00:00+10:00,0.294347584,0.347956896,0.25887996,0.140312254,36
2023-04-20 06:00:00+10:00,0.332519948,0.399987817,0.311468542,0.184116483,37
2023-04-20 07:00:00+10:00,0.552445173,0.541506827,0.582036912,0.383965909,38
2023-04-20 08:00:00+10:00,1.043361425,0.960959554,1.161973596,0.906677067,39
2023-04-20 09:00:00+10:00,1.770073652,1.657278299,1.803611994,1.625469089,40
2023-04-20 10:00:00+10:00,2.1954,2.182876587,2.059887886,2.014208317,41
2023-04-20 11:00:00+10:00,2.286205292,2.323031425,2.100788116,2.090810299,42
2023-04-20 12:00:00+10:00,2.294951677,2.340293407,2.103629589,2.09886837,43
2023-04-20 13:00:00+10:00,2.295835733,2.342608213,2.103961706,2.099802971,44
2023-04-20 14:00:00+10:00,2.295994759,2.342924595,2.103971004,2.099848509,45
2023-04-20 15:00:00+10:00,2.295696259,2.342017651,2.103500366,2.098994017,46
2023-04-20 16:00:00+10:00,2.291811705,2.336096764,2.097054005,2.089111805,47
2023-04-20 17:00:00+10:00,2.249802351,2.293354034,2.029331207,1.985800862,48
