datetime,OZONE_BRINGELLY,OZONE_CAMDEN,OZONE_CAMPBELLTOWN_WEST,OZONE_LIVERPOOL,forecast_hours
2022-12-01 14:00:00+10:00,2.714,2.492,2.5063,2.2953,-23
2022-12-01 15:00:00+10:00,2.7955,2.4947,2.4125,2.3537,-22
2022-12-01 16:00:00+10:00,2.4312,2.3047,2.2678,2.1797,-21
2022-12-01 17:00:00+10:00,2.3263,2.2065,2.2945,2.0542,-20
2022-12-01 18:00:00+10:00,2.2772,2.232,2.0702,1.8203,-19
2022-12-01 19:00:00+10:00,1.9885,2.0502,1.9058,1.5727,-18
2022-12-01 20:00:00+10:00,1.685,1.6145,1.4925,0.6463,-17
2022-12-01 21:00:00+10:00,1.193,1.3073,1.1422,0.6693,-16
2022-12-01 22:00:00+10:00,0.809,1.381,0.6413,0.7232,-15
2022-12-01 23:00:00+10:00,0.5655,1.1465,0.0877,0.8707,-14
2022-12-02 00:00:00+10:00,0.5622,0.8633,0.0903,0.6862,-13
2022-12-02 01:00:00+10:00,1.7896725556604507,1.9127762928669887,1.6522048493540684,1.5746648592990937,-12
2022-12-02 02:00:00+10:00,1.0241,0.388,0.2425,0.0799,-11
2022-12-02 03:00:00+10:00,0.899,0.0998,0.1415,0.044,-10
2022-12-02 04:00:00+10:00,0.7957,0.076,0.2065,0.0537,-9
2022-12-02 05:00:00+10:00,0.4205,0.0848,0.2882,0.0838,-8
2022-12-02 06:00:00+10:00,0.8635,0.3525,1.0885,0.2368,-7
2022-12-02 07:00:00+10:00,0.7472,1.2523,1.3133,0.8813,-6
2022-12-02 08:00:00+10:00,1.1608,1.8965,2.122,1.7423,-5
2022-12-02 09:00:00+10:00,1.7672,2.2863,2.3278,1.9635,-4
2022-12-02 10:00:00+10:00,2.3718,2.2977,2.22,2.2953,-3
2022-12-02 11:00:00+10:00,2.4775,2.2372,2.2753,2.3895,-2
2022-12-02 12:00:00+10:00,2.5338,2.3032,2.319,2.2438,-1
2022-12-02 13:00:00+10:00,2.4007,2.234,2.263,1.8617,0
2022-12-02 14:00:00+10:00,2.003692388534546,1.738210678100586,1.8311254978179932,2.0356974601745605,1
2022-12-02 15:00:00+10:00,2.148684024810791,1.8549864292144775,1.9492180347442627,2.108339786529541,2
2022-12-02 16:00:00+10:00,2.2885987758636475,2.0191094875335693,2.081411600112915,2.249877691268921,3
2022-12-02 17:00:00+10:00,2.159266948699951,1.961472511291504,1.9616851806640625,2.05391263961792,4
2022-12-02 18:00:00+10:00,2.001540422439575,1.7930693626403809,1.7964627742767334,1.8417134284973145,5
2022-12-02 19:00:00+10:00,1.73750901222229,1.5746047496795654,1.4882571697235107,1.5645921230316162,6
2022-12-02 20:00:00+10:00,1.4105085134506226,1.4114043712615967,1.1260454654693604,1.203578233718872,7
2022-12-02 21:00:00+10:00,0.9939559698104858,1.1258631944656372,0.7875117063522339,0.8673932552337646,8
2022-12-02 22:00:00+10:00,0.7421282529830933,0.9020617008209229,0.6278247833251953,0.7304437160491943,9
2022-12-02 23:00:00+10:00,0.5554052591323853,0.7311567068099976,0.5503178834915161,0.6606396436691284,10
2022-12-03 00:00:00+10:00,0.7003160715103149,0.7984309196472168,0.6684203147888184,0.7412691116333008,11
2022-12-03 01:00:00+10:00,1.8527402877807617,1.8662129640579224,1.756333827972412,1.6751065254211426,12
2022-12-03 02:00:00+10:00,0.6180144548416138,0.7185369729995728,0.6538673639297485,0.6756826639175415,13
2022-12-03 03:00:00+10:00,0.4004514217376709,0.5694612264633179,0.5082895755767822,0.5847481489181519,14
2022-12-03 04:00:00+10:00,0.33610355854034424,0.4952831268310547,0.48213422298431396,0.573988676071167,15
2022-12-03 05:00:00+10:00,0.41757941246032715,0.5528507232666016,0.5185774564743042,0.5884913206100464,16
2022-12-03 06:00:00+10:00,0.468136191368103,0.5608515739440918,0.5440340042114258,0.5994329452514648,17
2022-12-03 07:00:00+10:00,0.9113762378692627,0.9054819345474243,0.8655059337615967,0.7662825584411621,18
2022-12-03 08:00:00+10:00,1.4173567295074463,1.3961490392684937,1.4129164218902588,1.2944622039794922,19
2022-12-03 09:00:00+10:00,1.9245189428329468,1.916003704071045,1.9558781385421753,1.9125415086746216,20
2022-12-03 10:00:00+10:00,2.357025146484375,2.3561511039733887,2.348792791366577,2.3543028831481934,21
2022-12-03 11:00:00+10:00,2.470165967941284,2.4310343265533447,2.39980411529541,2.4482758045196533,22
2022-12-03 12:00:00+10:00,2.807095527648926,2.726119041442871,2.671062469482422,2.6744894981384277,23
2022-12-03 13:00:00+10:00,2.788844347000122,2.6942594051361084,2.6114296913146973,2.5861902236938477,24
