datetime,OZONE_BRINGELLY,OZONE_CAMDEN,OZONE_CAMPBELLTOWN_WEST,OZONE_LIVERPOOL,forecast_hours
2022-12-01 17:00:00+10:00,2.3263,2.2065,2.2945,2.0542,-23
2022-12-01 18:00:00+10:00,2.2772,2.232,2.0702,1.8203,-22
2022-12-01 19:00:00+10:00,1.9885,2.0502,1.9058,1.5727,-21
2022-12-01 20:00:00+10:00,1.685,1.6145,1.4925,0.6463,-20
2022-12-01 21:00:00+10:00,1.193,1.3073,1.1422,0.6693,-19
2022-12-01 22:00:00+10:00,0.809,1.381,0.6413,0.7232,-18
2022-12-01 23:00:00+10:00,0.5655,1.1465,0.0877,0.8707,-17
2022-12-02 00:00:00+10:00,0.5622,0.8633,0.0903,0.6862,-16
2022-12-02 01:00:00+10:00,1.7896725556604507,1.9127762928669887,1.6522048493540684,1.5746648592990937,-15
2022-12-02 02:00:00+10:00,1.0241,0.388,0.2425,0.0799,-14
2022-12-02 03:00:00+10:00,0.899,0.0998,0.1415,0.044,-13
2022-12-02 04:00:00+10:00,0.7957,0.076,0.2065,0.0537,-12
2022-12-02 05:00:00+10:00,0.4205,0.0848,0.2882,0.0838,-11
2022-12-02 06:00:00+10:00,0.8635,0.3525,1.0885,0.2368,-10
2022-12-02 07:00:00+10:00,0.7472,1.2523,1.3133,0.8813,-9
2022-12-02 08:00:00+10:00,1.1608,1.8965,2.122,1.7423,-8
2022-12-02 09:00:00+10:00,1.7672,2.2863,2.3278,1.9635,-7
2022-12-02 10:00:00+10:00,2.3718,2.2977,2.22,2.2953,-6
2022-12-02 11:00:00+10:00,2.4775,2.2372,2.2753,2.3895,-5
2022-12-02 12:00:00+10:00,2.5338,2.3032,2.319,2.2438,-4
2022-12-02 13:00:00+10:00,2.4007,2.234,2.263,1.8617,-3
2022-12-02 14:00:00+10:00,2.3373,2.2193,2.2742,2.1153,-2
2022-12-02 15:00:00+10:00,2.2285,2.2035,2.2062,2.0815,-1
2022-12-02 16:00:00+10:00,2.2322,2.0585,2.1055,1.8733,0
2022-12-02 17:00:00+10:00,1.9090392589569092,1.8025448322296143,1.6851736307144165,1.6644095182418823,1
2022-12-02 18:00:00+10:00,1.7766169309616089,1.649487018585205,1.5927659273147583,1.5440384149551392,2
2022-12-02 19:00:00+10:00,1.7571516036987305,1.6420615911483765,1.5404188632965088,1.5194412469863892,3
2022-12-02 20:00:00+10:00,1.5488266944885254,1.4687367677688599,1.3479759693145752,1.3511035442352295,4
2022-12-02 21:00:00+10:00,1.3434420824050903,1.3376624584197998,1.13187575340271,1.1458499431610107,5
2022-12-02 22:00:00+10:00,1.0975801944732666,1.186096429824829,0.8900665044784546,0.934253454208374,6
2022-12-02 23:00:00+10:00,1.003074049949646,1.1383565664291382,0.8714251518249512,0.9205710887908936,7
2022-12-03 00:00:00+10:00,1.1015671491622925,1.1884450912475586,1.0018539428710938,1.011183500289917,8
2022-12-03 01:00:00+10:00,1.6135610342025757,1.6126536130905151,1.5147089958190918,1.4589613676071167,9
2022-12-03 02:00:00+10:00,1.1137073040008545,1.165846586227417,1.0004569292068481,0.9732308387756348,10
2022-12-03 03:00:00+10:00,0.9238778352737427,1.066339373588562,0.8144248723983765,0.7929755449295044,11
2022-12-03 04:00:00+10:00,0.7184481620788574,0.9071577787399292,0.6544573307037354,0.6692553758621216,12
2022-12-03 05:00:00+10:00,0.5767794847488403,0.7404932975769043,0.5709540843963623,0.6244902610778809,13
2022-12-03 06:00:00+10:00,0.6984511613845825,0.8274129629135132,0.6365600824356079,0.6602931022644043,14
2022-12-03 07:00:00+10:00,1.3234870433807373,1.3143415451049805,1.1325931549072266,1.0175681114196777,15
2022-12-03 08:00:00+10:00,1.691523551940918,1.6088695526123047,1.540432095527649,1.4537869691848755,16
2022-12-03 09:00:00+10:00,1.9467123746871948,1.8732322454452515,1.8569544553756714,1.831830620765686,17
2022-12-03 10:00:00+10:00,2.1391241550445557,2.123074531555176,2.0117552280426025,2.0276243686676025,18
2022-12-03 11:00:00+10:00,2.1466715335845947,2.1468472480773926,1.975350260734558,1.988420009613037,19
2022-12-03 12:00:00+10:00,2.352487802505493,2.2866079807281494,2.1378285884857178,2.1465771198272705,20
2022-12-03 13:00:00+10:00,2.4278976917266846,2.312377452850342,2.174435615539551,2.1871423721313477,21
2022-12-03 14:00:00+10:00,2.590836524963379,2.4591224193573,2.348689556121826,2.3255763053894043,22
2022-12-03 15:00:00+10:00,2.3392889499664307,2.23645281791687,2.0878002643585205,2.057246685028076,23
2022-12-03 16:00:00+10:00,2.168733835220337,2.1202163696289062,1.93452787399292,1.8607468605041504,24
