datetime,OZONE_BRINGELLY,OZONE_CAMDEN,OZONE_CAMPBELLTOWN_WEST,OZONE_LIVERPOOL,forecast_hours
2022-12-01 18:00:00+10:00,2.2772,2.232,2.0702,1.8203,-23
2022-12-01 19:00:00+10:00,1.9885,2.0502,1.9058,1.5727,-22
2022-12-01 20:00:00+10:00,1.685,1.6145,1.4925,0.6463,-21
2022-12-01 21:00:00+10:00,1.193,1.3073,1.1422,0.6693,-20
2022-12-01 22:00:00+10:00,0.809,1.381,0.6413,0.7232,-19
2022-12-01 23:00:00+10:00,0.5655,1.1465,0.0877,0.8707,-18
2022-12-02 00:00:00+10:00,0.5622,0.8633,0.0903,0.6862,-17
2022-12-02 01:00:00+10:00,1.7896725556604507,1.9127762928669887,1.6522048493540684,1.5746648592990937,-16
2022-12-02 02:00:00+10:00,1.0241,0.388,0.2425,0.0799,-15
2022-12-02 03:00:00+10:00,0.899,0.0998,0.1415,0.044,-14
2022-12-02 04:00:00+10:00,0.7957,0.076,0.2065,0.0537,-13
2022-12-02 05:00:00+10:00,0.4205,0.0848,0.2882,0.0838,-12
2022-12-02 06:00:00+10:00,0.8635,0.3525,1.0885,0.2368,-11
2022-12-02 07:00:00+10:00,0.7472,1.2523,1.3133,0.8813,-10
2022-12-02 08:00:00+10:00,1.1608,1.8965,2.122,1.7423,-9
2022-12-02 09:00:00+10:00,1.7672,2.2863,2.3278,1.9635,-8
2022-12-02 10:00:00+10:00,2.3718,2.2977,2.22,2.2953,-7
2022-12-02 11:00:00+10:00,2.4775,2.2372,2.2753,2.3895,-6
2022-12-02 12:00:00+10:00,2.5338,2.3032,2.319,2.2438,-5
2022-12-02 13:00:00+10:00,2.4007,2.234,2.263,1.8617,-4
2022-12-02 14:00:00+10:00,2.3373,2.2193,2.2742,2.1153,-3
2022-12-02 15:00:00+10:00,2.2285,2.2035,2.2062,2.0815,-2
2022-12-02 16:00:00+10:00,2.2322,2.0585,2.1055,1.8733,-1
2022-12-02 17:00:00+10:00,1.9843,1.934,1.9202,1.7392,0
2022-12-02 18:00:00+10:00,2.0245461463928223,1.8975971937179565,1.8215084075927734,1.779748558998108,1
2022-12-02 19:00:00+10:00,1.9577633142471313,1.8248255252838135,1.7851545810699463,1.7596485614776611,2
2022-12-02 20:00:00+10:00,1.8541749715805054,1.768233060836792,1.6596994400024414,1.645948886871338,3
2022-12-02 21:00:00+10:00,1.5808277130126953,1.5409953594207764,1.4113587141036987,1.428152084350586,4
2022-12-02 22:00:00+10:00,1.4130752086639404,1.4357558488845825,1.2332704067230225,1.2595270872116089,5
2022-12-02 23:00:00+10:00,1.1932778358459473,1.2984111309051514,1.0220139026641846,1.0637335777282715,6
2022-12-03 00:00:00+10:00,1.2409017086029053,1.3429522514343262,1.1198993921279907,1.1473524570465088,7
2022-12-03 01:00:00+10:00,1.7053204774856567,1.7658097743988037,1.6210556030273438,1.5758945941925049,8
2022-12-03 02:00:00+10:00,1.3398542404174805,1.43281888961792,1.2675334215164185,1.2034852504730225,9
2022-12-03 03:00:00+10:00,1.1167547702789307,1.286696195602417,1.015178918838501,0.9404279589653015,10
2022-12-03 04:00:00+10:00,0.8416867256164551,1.1142268180847168,0.7722938060760498,0.7353942394256592,11
2022-12-03 05:00:00+10:00,0.8493514060974121,1.0493680238723755,0.7725887298583984,0.7342252731323242,12
2022-12-03 06:00:00+10:00,0.929032564163208,1.067299723625183,0.823691725730896,0.7867605686187744,13
2022-12-03 07:00:00+10:00,1.2304480075836182,1.2818375825881958,1.0683749914169312,0.987324595451355,14
2022-12-03 08:00:00+10:00,1.7449263334274292,1.7168097496032715,1.6071631908416748,1.5091761350631714,15
2022-12-03 09:00:00+10:00,2.0246386528015137,1.987592339515686,1.913932204246521,1.8413769006729126,16
2022-12-03 10:00:00+10:00,2.1687145233154297,2.147355079650879,2.0901973247528076,2.047109365463257,17
2022-12-03 11:00:00+10:00,2.3609182834625244,2.3441784381866455,2.2666077613830566,2.2432212829589844,18
2022-12-03 12:00:00+10:00,2.41904616355896,2.3787431716918945,2.293105125427246,2.275617837905884,19
2022-12-03 13:00:00+10:00,2.5514190196990967,2.462692975997925,2.390777587890625,2.3855268955230713,20
2022-12-03 14:00:00+10:00,2.586383581161499,2.4925272464752197,2.4000656604766846,2.3965976238250732,21
2022-12-03 15:00:00+10:00,2.5684609413146973,2.4830100536346436,2.375314235687256,2.3455681800842285,22
2022-12-03 16:00:00+10:00,2.3778483867645264,2.3245604038238525,2.182460069656372,2.1190218925476074,23
2022-12-03 17:00:00+10:00,2.168060779571533,2.162763833999634,1.9900825023651123,1.8542473316192627,24
